"callnum","circ","lang","ctry"
"DP702.M16 P56 1950","0","por","po "
"PT3873 .S5513 2008","0","eng","sz "
"BX2350.3 .G55 2007","0","ita","it "
"DS786 .C858 2008","0","eng","ch "
"DR432 .A27 2004","0","tur","tu "
"D231 .A83 2008","0","ita","it "
"HQ1154 .D628 2007","0","ita","it "
"BM729.C6 A84 2008","0","heb","is "
"DR435.K87 K877 2008","0","tur","tu "
"DS134.72.O78 P55 2009","0","heb","is "
"PN1993.5.T8 C67 2009","0","tur","tu "
"PJ5055.22.O393 Z46 2008","0","heb","is "
"NE625 .I58 2006","0","ita","it "
"BH221.R8 L54 2007","1","rus","ru "
"CJ2921 .T73 2007","1","ita","it "
"DR438.9.O78 I43 2009","0","tur","tu "
"P306 .L37 1981","0","pol","pl "
"PQ4874.A546 P64 2007","0","ita","it "
"HN475.5 .R53 2008","0","ita","it "
"NC1660.T9 .K87 2008","0","tur","tu "
"PJ5042 .A353 2007","0","heb","is "
"BX4700.F33 D36 2009","0","ita","it "
"DS113.3 .S66 2008","0","heb","is "
"N7433.4.X83 T533 2009","0","eng","enk"
"LC2781.7 .R68 2001","3","eng","nyu"
"HN440.R3 B47 2007","0","ita","it "
"PL248.B4135 O59 2008","0","tur","tu "
"PT2252.Z4 D67 2007","0","ger","gw "
"PJ5055.19.A86 L36 2008","0","heb","is "
"HD6473.M43 M36 2009","0","eng","enk"
"JQ3651.A2 A25 1966","1","por","ao "
"PL248.B48 Z656 2008","0","tur","tu "
"JQ3651.A98 .M6 1979","2","eng","enk"
"JA80 .E76 2004","1","ita","it "
"PJ5055.41.A85 L62 2008","0","heb","is "
"PD2313 .N8","0","nor","no "
"JA71 .E68 1999","0","ita","it "
"DS128.2 .Y59 2009","0","heb","is "
"PJ5055.22.R46 T73 2009","0","heb","is "
"PG7053.M55 P83 2008","0","pol","pl "
"HM756 .E85 2006","1","ita","it "
"DG738.14.B345 M36 2008","0","ita","it "
"DR592.K4 U494 2008","0","tur","tu "
"LC1016 .D46 2008","0","heb","is "
"HC340.12.Z9 T47 2008","0","rus","ru "
"HC340.3.C3 I58 1985","0","pol","pl "
"B824 .E87 2007","1","ita","it "
"PJ5029 .M343 2008","0","heb","is "
"BP190.5.C6 B87 2008","0","tur","tu "
"ND458.5.F87 F88 2008","1","rus","ru "
"PQ4880.R68 D37 2009","0","ita","it "
"PQ4916.A7755 I55 2009","0","ita","it "
"BS1225.52 .C44 2008","0","heb","is "
"DS555.45.V5 D513 2008","0","eng","vm "
"DS119.76 .A63 2009","3","eng","le "
"JC355.O553 R57 2009","0","ita","it "
"PJ5055.41.A3625 M57 2009","0","heb","is "
"DT469.R34 E78 2004","0","fre","re "
"BL1595 .B48 1988","0","tur","tu "
"BJ1531 .F74 2009","0","heb","is "
"DG575.M8 C374 2009","0","ita","it "
"PJ5055.2.N43 H38 2009","0","heb","is "
"DK683.4 .B37 2006","0","rus","ai "
"BP173.7 .B365 2008","0","fre","fr "
"PJ5055.18.I56 D89 2009","0","heb","is "
"Z1003.5.F7 B88 2008","0","fre","fr "
"PG1404 .P67 2008","0","eng","rb "
"PT2666.U87 B58 2009","0","ger","au "
"PG3235.E74 L48 1992","0","rus","ru "
"DC419.P584 H82 2008","0","fre","fr "
"DJ401.G45 .G47 2008","0","dut","ne "
"NA7369.M6 M65 2008","0","rus","ru "
"DS126.6.M465 A3 2009","0","heb","is "
"PJ5055.4.E55 A76 2009","0","heb","is "
"BP166.1 .B46 2008","0","fre","fr "
"BP173.7 .H46 2008","0","fre","fr "
"PJ5054.D2199 S56 2008","0","heb","is "
"B4249.K76 S85 2007","0","rus","ru "
"DF847 .P56","1","gre","gr "
"PT3807.M8 M86 2009","0","ger","gw "
"F2845 .I583 2007","0","spa","ag "
"F2845 .I587 2007","0","spa","ag "
"TN871.5 .C6 1929","0","eng","txu"
"JQ751.A58 T39 2009","1","eng","enk"
"E711.6 .H45","0","eng","ohu"
"PQ2625.A93 A6 2008","0","fre","fr "
"PA3133 .G75","0","ger","gw "
"PQ2672.E25 Z569 2009","0","fre","fr "
"PT2725.E47 A7 2009","0","ger","gw "
"DK697.8.A45 Z53 2007","0","rus","ru "
"HD3569.9.A4 C66 2001","0","fre","re "
"DB2650.M45 K55 2009","0","cze","xr "
"PQ9320.A26 F64 2003","0","por","po "
"F3738.2 .E38 2008","0","spa","ec "
"BP166 .I42 1962","0","eng","enk"
"PT2705.H54 H47 2009","0","ger","au "
"DT469.R325 V29 2007","0","fre","re "
"PT2670.A538 N32 2009","0","ger","gw "
"BH301.M54 A57 1983","2","eng","wau"
"PQ2266 .A6 2008","1","fre","fr "
"DK511.D2 I45 2005","0","rus","ru "
"ML3027 .L57 1982","0","fre","fr "
"PN6231.P6 H58 2007","0","ger","gw "
"PG7157.G36 S54 2007","0","pol","pl "
"PT2666.E67 B74 2008","0","ger","au "
"ML231.8.B8 D455 2006","0","spa","ag "
"PS3554.I259 B75 2008","16","eng","nyu"
"NB237.P66 A4 2009","0","eng","mau"
"GR114 .C846 2008","0","spa","sp "
"PT2635.O84 Z62 2009","0","ger","gw "
"B1873 .A4 2003","0","eng","ne "
"DS143 .R77 1934","0","eng","enk"
"PJ5055.29.A5295 O42 2009","0","heb","is "
"HD76 .F58 2007","0","eng","ph "
"PQ9929.O53 A96 2008","1","por","po "
"F3429.3.P47 G84 2009","0","spa","pe "
"HD6612 .C663 2008","0","por","bl "
"PN1979.S5 S53 2007","0","chi","cc "
"PL68.9.Z86 Z54 2008","0","rus","ru "
"DS135.S553 K442 2009","0","heb","is "
"PQ8497.V35 Z6545 2009","0","spa","pe "
"PJ5055.12.D355 I43 2004","0","heb","is "
"F2851 .G37 2008","0","spa","ag "
"PN6790.M854 H45 2000z","0","por","mz "
"PJ5055.34.O85 K38 2009","0","heb","is "
"NA1196 .I9 2007","0","rus","ru "
"D1065.L29 F67 2005","0","spa","sp "
"PQ9942.9.D36 M46 2007","0","por","cv "
"F3737.A4 F47 2008","0","spa","ec "
"HX632 .O83 2009","0","heb","is "
"PJ5054.K32 H375 2008","0","heb","is "
"PJ7826.H324 Z254 2005","0","ara","ae "
"Z6621.D35 A45 2001","0","rus","ru "
"PQ6712.O67 L53 2008","0","spa","sp "
"KMK110.B463 A3 2008","0","heb","is "
"PJ5055.18.O39 H36 2008","0","heb","is "
"DS51.K7 O72 1996","0","tur","tu "
"PJ5054.T287 E46 2008","0","heb","is "
"PJ5055.2.I63 T67 2008","0","heb","is "
"PJ5055.41.A414 A76 2009","0","heb","is "
"BP188 .R34 2006","0","ara","ae "
"KKX40.P64 B43 2008","0","tur","tu "
"PN1995.7 .C68 2008","1","por","bl "
"HT1223 .M368 2008","0","por","po "
"PJ5055.22.I45 M44 2009","0","heb","is "
"PJ7958.U77 L35 2003","0","ara","ae "
"PJ5055.41.O357 M45 2009","0","heb","is "
"PJ5054.G714 S57 2009","0","heb","is "
"DP702.A42 R52 2004","0","por","po "
"PQ4862.A79 P47 2008","0","ita","it "
"LA688.C95 P742 2008","0","cze","xr "
"PC1711 .L66 2009","1","ita","it "
"PQ4882.I273 S36 2009","0","ita","it "
"PQ6651.M367 L43 1997","0","glg","sp "
"PG3482.B777 R57 2006","0","rus","ru "
"PN5247.P6 F677 2008","0","ita","it "
"PJ7846.A72 Q27 2007","0","ara","le "
"PQ1511 .H37 2001","2","fre","ja "
"PQ4882.I2454 B45 2009","0","ita","it "
"PQ4878.O957 A933 2009","0","ita","it "
"PQ4710 .P515 2009","0","ita","it "
"DT107.823 .S53 2007","0","ara","ua "
"HC302.5.O45 R46 2008","0","ita","it "
"HX902 .A57 2009","0","ita","it "
"DK4121.5.U4 P67 2008","0","ukr","un "
"HX289.7.T473 F3 2008","0","ita","it "
"HF3630.2.Z9 M6 2008","0","rus","ru "
"PN1997.3 .O46 2008","0","ita","it "
"JC319 .K443 2007","0","rus","ru "
"BM695.P3 N48 2008","0","heb","is "
"NB623.L74 T85 2008","0","ita","it "
"Q127.A65 A7 2007","0","eng","io "
"PG3482.8.R515 V22 2005","0","rus","ru "
"HV9689 .D47 2009","0","ita","it "
"GV1750.5 .S56 2008","0","heb","is "
"PJ7846.A46 Z8156 2007","0","ara","ua "
"LA1501 .E48 2006","0","eng","ke "
"PQ6652.R5 B7 2008","0","spa","sp "
"PG3815 .T974 2008","1","ukr","un "
"PQ4922.A55 A79 2009","0","ita","it "
"LB14.7 .E3956 2009","0","eng","fr "
"PJ5055.21.E35 K43 2009","0","heb","is "
"HX550.I8 .T95","1","eng","enk"
"HD5756.A6 C455 2009","2","eng","fr "
"N2560.5.A78 P49 2009","0","ita","it "
"PG3481.A4584 O69 2008","0","rus","ru "
"PJ5055.41.A95 H43 2009","0","heb","is "
"LA563 .T47 2009","0","eng","fr "
"BP173.75 .H363 2008","0","ara","jo "
"JV9020 .R44 2009","1","eng","fr "
"HD680.P33 G56 2008","0","ita","it "
"ND623.R2 A685 2009","0","ita","it "
"JQ1879.A795 P649 2008","0","eng","ke "
"PQ4087 .L465 2008","0","ita","it "
"JZ1520.A57 M67 2009","0","eng","cau"
"PG3485.3.R6424 P535 2007","0","rus","ru "
"DS126.6.S3524 S44 2009","0","heb","is "
"N6920 .S87 2009","0","ita","it "
"PG3480.A885 A6 2008","0","rus","ru "
"T177.E85 R472 2008","0","eng","lu "
"PG3488.O4 M58 2007","0","rus","ru "
"LB2806.36 .P39 2009","1","eng","dcu"
"BP43.I5 R37 2007","0","eng","io "
"PJ5054.Z34 A87 2009","0","heb","is "
"UG635.A8 W55 2003","0","eng","at "
"ML207.C8 C36 2007","1","spa","sp "
"F2230.1.R6 G85 2009","0","spa","pe "
"DK259 .S97 2007","0","rus","ru "
"BM669 .S35 2009","0","heb","is "
"PS366.A88 G55 2001","2","eng","nyu"
"F1789.N3 C84 2007","1","spa","sp "
"DK38.7.C44 A53 2006","0","rus","ru "
"NB1059.Y37 A4 2007","0","eng","it "
"AZ561 .H49 2008","0","por","bl "
"DT299.A5 W35 2009","1","eng","cau"
"N6988.5.S9 M35 1920","0","rus","ru "
"PG3415.E8 M45 2006","0","rus","ru "
"BX146.3 .B36 2008","0","eng","ea "
"TR654 .A34 1981","1","eng","mau"
"DK265.8.D6 G648 2005","0","rus","ru "
"N8070 .C38 2009","0","ita","it "
"BL2370.H5 T374 2009","1","eng","gw "
"BP190.5.C6 M83 2008","0","ind","io "
"PQ4710 .S368 2009","0","ita","it "
"DK511.B33 A28 2007","0","rus","ru "
"PL115 .T8 1984","0","eng","tu "
"F2536.S655 C67 2008","0","por","bl "
"HN380.Z9 C733 2009","2","eng","enk"
"ND623.C2 A4 2009","0","ita","it "
"BL2592.C35 L37 2008","0","por","bl "
"NB1255.I8 P53 2008","0","ita","it "
"N7326 .M3 2008c","0","eng","io "
"DP402.P28 R45 2003","0","por","po "
"KF9747 .R53 2009","0","eng","cau"
"QA29.P15 C567 2009","0","ita","it "
"GN21.K527 A3 2008","0","eng","inu"
"TK6570.I34 M37 2008","0","eng","cau"
"Z6621.M2513 T5 2008","0","eng","hu "
"PQ9261.Q4 A581 2003","0","por","po "
"PQ9274.O538 F56 1999","0","por","po "
"Z2138.E9 C47 2008","0","cze","xr "
"N7113.P53 A4 2007","0","spa","sp "
"B133.S5 S3236 2006","0","hin","ii "
"DS392.B23 H88 2004","0","urd","pk "
"PK2041 .N39 2001","0","hin","ii "
"PK2659.S36253 T34 2005","0","pan","ii "
"BL2017.85.G63 A266 2004","0","pan","ii "
"PK3799.U6 N36 2003","1","hin","ii "
"GR302.2.B44 B43 2003","0","ben","ii "
"KBP184.A4 A422 2009","0","ara","le "
"KBP184.A4 A422 2009","0","ara","le "
"DT658.26 .C33 2008","0","spa","uy "
"D59 .I84 1970","0","rus","ru "
"BV2230 .C57 1965","0","por","ao "
"KBP632.3 .D2795 2009","0","ara","le "
"KBP632.3 .D2795 2009","0","ara","le "
"BP195.A5 D56 2004","0","urd","pk "
"PK2659.G47 Z79 2002","0","urd","pk "
"DS485.P87 J587 2004","0","pan","ii "
"B162 .H57 2001","0","sin","ce "
"PN5499.N6 A55 2008","0","eng","nr "
"DP536 .C78 2007","0","por","po "
"N5350 .F56 1970","0","rus","ru "
"PQ9313.E44 F66 2002","0","por","po "
"JS7656.3.A3 T55 2008","0","eng","nr "
"DS646.29 J6 B23","1","ind","io "
"GC220.4.S64 S86 2005","0","hin","ii "
"PK2598.C315 R38 2003","1","nep","np "
"PL4758.9.J23 I72 2002","0","tam","ii "
"CJ1391 .K36 2003","0","tam","ii "
"PK2629.S82 A6 2005","0","pan","pk "
"BL1175.A56 G56 2004","0","ben","ii "
"DS375.K2 A84 2003","0","per","af "
"BP75.28 .A387 2002","0","urd","pk "
"PK2200.B313 I6 2004","0","urd","ii "
"DP802.P46 P46 1996","0","por","po "
"PG3489.5.Y86 Z53 2008","0","rus","ru "
"JN8651.P37 Q45 2008","0","por","po "
"F2520.4 .A73 2008","0","por","bl "
"DS135.I85 R657 2004","0","ita","it "
"PG3483.I435 P67 2008","0","rus","ru "
"DT28 .I882 2005","0","rus","ru "
"QH431 .G3925 2002","0","ger","gw "
"PR9372.9.N57 I58 2002","0","eng","cm "
"G155.E7 A94 2009","0","eng","et "
"PK6406 .L58 2009","4","eng","enk"
"BJ1500.P7 O738 2005","0","ger","gw "
"PA6026 .L38 2007","0","eng","ne "
"BD113 .S567 1998","1","spa","sp "
"AS281 .D2214","0","dan","eng"
"HC1055.Z9 T446 2007","0","eng","nr "
"DS592.6 .M384 2008","0","eng","si "
"N7326 .D62 2008","0","eng","io "
"JZ5584.G3 D48 2008","0","eng","gw "
"PR4144 .S6 1998","4","eng","nju"
"NX456 .C68 1984","0","eng","nju"
"PT8951.29.O5 E4413 2008","2","eng","enk"
"PQ4835.A48 Z86267 2009","0","ita","it "
"BP188.8.I52 J285 2009","3","eng","ne "
"NA5621.F53 O78 2007","1","ita","it "
"PQ4876.E764 D66165 2003","0","por","po "
"PQ4879.A479 P58 2007","0","ita","it "
"PQ9319.A675 E82 2007","0","por","po "
"PQ9263.M26 E58 2007","0","por","po "
"ND623.P6 A4 2008b","0","ita","it "
"PQ9263.N793 E25 2008","0","por","po "
"NB1283.C37 P67 2009","0","ita","it "
"BM585 .O42 1998","0","por","xx "
"PQ9265.A7717 S35 2008","0","por","po "
"HB3644.55.A3 P73 2005","0","tha","th "
"DP802.E76 L67 1996","0","por","po "
"PL4236.2 .R84 1999","0","tha","th "
"DS577 .S86 1998","0","tha","th "
"DS586 .M668 2007","0","tha","th "
"DP92 .P86 2001","0","por","po "
"PN2889.79.C45 A3 2006","0","tha","th "
"PC4395 .N38 2008","0","spa","it "
"PQ4214.2 .C659 2007","0","ita","it "
"DP766.T67 N48 1994","0","por","po "
"KLB2935.B37 I29 2000z","0","rus","ru "
"HB178 .V58 2002","0","rus","ru "
"Q125 .E39 2003","4","eng","enk"
"B746.Z7 S29 2008","0","ara","sy "
"PT2390.L6 Z852 2008","0","ger","gw "
"BX485 .F42 1996","1","rus","ru "
"JQ2947.A95 P53 2008","0","eng","ke "
"ND1349.6 .L44 2008","0","chi","si "
"Q125 .M57 2003","1","eng","enk"
"PC5411 .S68 1996","0","glg","sp "
"PN4823 .K65 1975","2","eng","nyu"
"K3778 .L58 2008","0","ger","gw "
"PG2625 .B64 2004","0","rus","ru "
"RC510 .S99 2009","0","heb","is "
"DP559 .C37 2007","0","por","po "
"ND1049.L6355 A4 2002","0","eng","cc "
"PG3114 .B9485 2003","0","rus","ru "
"PJ5054.A4972 Z57 2008","0","heb","is "
"HT147.P19 S36 1996","0","fre","fr "
"PG3035.F6 I43 2008","0","rus","ru "
"PL8010 .C426 2009","0","mul","ne "
"BP136.5.U643 N37 2006","0","ara","ua "
"PJ5055.41.I47 A78 2009","0","heb","is "
"PJ5055.41.E428 E87 2009","0","heb","is "
"PJ5054.H223 H65 2008","0","heb","is "
"PJ5055.39.A215 L35 2009","0","heb","is "
"HC440.5.Z9 A75 2007","1","eng","pk "
"H51 .M64 2003","9","eng","enk"
"CT1919.P38 K53963 2008","0","heb","is "
"PJ5054.S24939 Z46 2009","0","heb","is "
"PQ2635.E79 H6617 1929","0","rus","lv "
"HQ16 .M46 2007","0","mul","no "
"HC415.24 .A528 2007","0","ara","le "
"BF76.6.H47 B38 2008","0","rus","ru "
"DS231 .M355 2008","1","ara","le "
"PG3490.I498 R86 2008","0","rus","ru "
"SB364 .S532 2008","0","ara","sy "
"BS1225.53 .B39 2005","0","heb","is "
"DK264 .K37 2008","0","rus","ru "
"DS38.4.U8 S253 2007","0","ara","ua "
"DT199 .S362 2006","0","ara","ua "
"PJ5054.M3255 I83 2008","0","heb","is "
"RC489.S74 B37 2009","0","heb","is "
"PL314.F89 Z54 2008","0","rus","aj "
"KNW2935.A33 C58 2007","0","eng","io "
"PQ9223 .M325 2004","0","por","po "
"BF323.I52 B87 2009","0","heb","is "
"PN1650.M53 K43 2008","0","heb","is "
"LA922 .C73 2006","1","por","po "
"LF4883.O65 S2618 2002","0","eng","po "
"PJ5055.39.O365 I84 2008","0","heb","is "
"LC189 .P65 2007","0","spa","ec "
"DS498.7 .M46 1950","0","eng","ii "
"HD7363.55.A4 S67 2008","0","eng","ke "
"HD7365.A4 H68 2008","1","eng","ke "
"DS87.5 .Z57 2009","0","heb","is "
"SD411 .S4518 2006","0","spa","mx "
"PQ4804 .A4555 2009","0","ita","it "
"HD7322.A4 H68 2009","0","eng","ke "
"HD7329.A4 H68 2008","0","eng","ke "
"D802.I82 R6337 2009","0","ita","it "
"BV2280 .C68 1927","0","por","po "
"HD7373.2.A3 N67 2008","0","eng","no "
"BM645.H6 A95 2008","0","heb","is "
"PQ9469.L6 A15 1978","0","glg","sp "
"PJ5055.26.I459 K45 2009","0","heb","is "
"DG827 .G35 2009","1","ita","it "
"N8217.B6 L53 2007","0","spa","sp "
"HV5840.E85 I58 2009","0","eng","po "
"HQ1236.5.A35 I85 2004","0","eng","ug "
"PJ5054.E584 V47 2009","3","heb","is "
"PQ6659.G425 P39 2009","0","spa","sp "
"HC420.3.Z9 B38 2008","0","eng","lu "
"PG3485.E724 I88 2009","1","rus","ru "
"PQ4053.P37 T45 2008","0","ita","it "
"PQ4851.A74 Z634 2006","0","ita","it "
"PN1993.5.I88 C5697 2005","2","ita","it "
"PG2369 .B37 2008","0","rus","ru "
"HQ759 .I462 2009","0","heb","is "
"GC57 .S992 2008","0","eng","dcu"
"HT395.E85 C65 2008","0","eng","lu "
"NE659 .R33 2008","0","ita","it "
"Z115.5.C57 K85 2008","0","rus","rb "
"KJE5090 .I73 2009","0","eng","lu "
"G67 .M29 2008","0","cze","xr "
"NB623.R7 S85 2009","0","ita","it "
"DS134.55 .R95 2007","0","pol","pl "
"HB109.A2 M233 2007","0","ita","it "
"HD9581.R8 P36 2008","0","rus","ru "
"ND1049.Z439 A4 2006","0","chi","cc "
"JN5452 .R48 2007","0","ita","it "
"JN5451 .T38 2007","0","ita","it "
"DK106.5 .P67 2006","0","rus","ru "
"N8354 .H47 1999","0","eng","th "
"ND623.F78 B59 2008","0","ita","it "
"G296.C495 L59 2008","0","rus","ru "
"ND615 .G49 2004","0","ita","it "
"KF8816.A2 .U557 2008","0","eng","dcu"
"HJ1477 .I54 2007","0","eng","mw "
"UB369 U557 2008","1","eng","mdu"
"PQ4876.I3295 Z873 2009","0","ita","it "
"BP187.65.R8 Z34 2007","1","rus","ru "
"E840.8.G64 C47 2008","0","eng","dcu"
"DG209 .M73","0","eng","und"
"PQ4863.A3894 A6 2008","0","ita","it "
"UA42 .D6826 2008","0","eng","dcu"
"ND623.M6867 A4 2009","0","ita","it "
"HD3673 .S37 2007","0","eng","mx "
"HF3384 .P48 2007","0","eng","mx "
"HD1382.5 .F67 2008","0","eng","cau"
"D1056 .I327 2007","0","ita","it "
"PT8951.22.O3 A23 2009","0","eng","enk"
"PR6103.A469 A66 2009","0","eng","enk"
"PS3568.A23 B53 2009","0","eng","nyu"
"PS3613.U77 C66 2009","0","eng","nyu"
"PQ2662.A6523 G6813 2009","3","eng","nyu"
"PR6052.U6683 H86 2009","0","eng","enk"
"PS3566.A752 T78 2009","0","eng","nyu"
"HD8066 .W47 2008","2","eng","mau"
"ND212.7 .F54 2009","3","eng","nyu"
"ND653.B65 F35 2008","3","eng","ncu"
"BR65.A6552 R43 2008","2","eng","txu"
"N6537.E3 A3 2009","2","eng","nju"
"ND1329.L32 A97 2009","8","eng","cau"
"DS70.5.B3 B33 2009","1","eng","enk"
"N5273.2.C675 G35 2009","1","eng","enk"
"N8120 .H56 2009","0","eng","onc"
"N6923.B9 F647 2009","0","eng","enk"
"ND237.H293 H67 2009","1","eng","nyu"
"NC242.E45 A4 2009","0","eng","nyu"
"GF504.N7 O95 2009","5","eng","nyu"
"DG231 .F567 2010","3","eng","nju"
"PA3136 .B66 2009","3","eng","nyu"
"BL793.M34 M97 2009","4","eng","txu"
"B244.T73 L83 2009","1","eng","enk"
"GT4052.R65 O884 2009","1","eng","enk"
"P299.A48 .A535 2009","2","eng","enk"
"PE3431 .E545 2009","2","eng","enk"
"PE2827 .G37 2009","4","eng","enk"
"PE1068.J3 S437 2009","3","eng","enk"
"P99.4.P72 L37 2009","2","eng","enk"
"P53 .L365 2009","0","eng","enk"
"P40.45.A35 L367 2009","1","eng","enk"
"PE2751 .J46 2009","1","eng","enk"
"HQ1090.5.S68 B53 2009","1","eng","enk"
"HQ75.27 .T39 2009","3","eng","enk"
"HQ1240.5.A35 P69 2009","0","eng","enk"
"HD1491.I39 B37 2009","0","eng","nyu"
"K699 .B33 2009","3","eng","nyu"
"DG867.21 .C5413 2007","2","eng","nyu"
"D805.G3 L4213 2009","0","eng","ilu"
"BT1319 .F73 2008","2","eng","nyu"
"RA395.A3 B68 2009","1","eng","cau"
"DS327.65 .S44 2009","0","eng","mdu"
"KKT4092 .T39 2008","1","eng","ctu"
"Q175.32 .R42 S26 2008","0","eng","enk"
"DS35.6 .T33 2009","0","eng","nyu"
"E184.A1 F395 2010","2","eng","nyu"
"PT2673.O293 S3213 2009","1","eng","nyu"
"PN5123.S26 A3 2008","0","eng","enk"
"PS3569.H7385 C47 2009","0","eng","nyu"
"PR878.D35 E54 2009","1","eng","ohu"
"PQ4272.E5 A35813 2009","5","eng","nyu"
"PQ2672.E25 D413 2009","2","eng","mau"
"PR6056.A65 D47 2009","0","eng","enk"
"PS3563.O6225 G37 2009","10","eng","nyu"
"PS3572.O5 Z743 2009","0","eng","scu"
"PN761 .L48 2009","3","eng","deu"
"PS3565.A8 L58 2009","1","eng","nyu"
"PR6070.R4 L67 2009","8","eng","nyu"
"PR595.O6 P47 2009","0","eng","ohu"
"PS3527.A15 Z63 2009","2","eng","ohu"
"PS3554.E95 S66 2009","2","eng","nyu"
"PB1322 .S54 2009","3","eng","nyu"
"NX653.T36 K55 2009","1","eng","cau"
"PR6052.A485 T73 2009","2","eng","nyu"
"HV6795.L6 R39 2009","2","eng","nyu"
"PL2262 .C45 2009","1","eng","enk"
"PS151 .G8 2009","1","eng","alu"
"PS3553.H13 E95 2009","3","eng","cau"
"PS151 .I25 2009","2","eng","ohu"
"PR3562 .G74 2009","1","eng","enk"
"PN3340 .B35 2009","1","eng","ohu"
"GT580 .T67 2010","6","eng","nyu"
"PS617 .S93 2009","0","eng","ohu"
"PS3619.A5673 T75 2009","0","eng","pau"
"PS3563.E93 T85 2009","0","eng","mau"
"PQ3902 .D35 2009","0","eng","mdu"
"PR6065.S98 W44 2009","0","eng","enk"
"PR6105.V34 W66 2009","1","eng","enk"
"PQ245 .C425 2009","2","eng","enk"
"PR585.W6 G73 2010","0","eng","nyu"
"PS3554.I227 D39 2009","2","eng","nyu"
"PS3552.U8278 H45 2009","0","eng","nyu"
"PS3618.O31535 I68 2009","6","eng","nyu"
"PN6728.M42 B75 2009","1","eng","nyu"
"KE7715 .M38 2009","2","eng","quc"
"PR2848 .Z56 2009","1","eng","inu"
"PQ6081 .S78 2009","0","eng","enk"
"B2949.A4 J36 2009","2","eng","enk"
"BT40 .R39 2009","0","eng","mau"
"B3974 .C36 2009","3","eng","enk"
"B2948 .A485 2009","1","eng","enk"
"BR1360 .H23 2009","1","eng","pau"
"BT123 .K63 2008","2","eng","miu"
"BP40.5 .E46 2009","2","eng","nyu"
"BF1571.5.M45 S35 2009","5","eng","enk"
"BP190.5.T47 A55 2009","2","eng","ctu"
"BJ47 .S49 2009","1","eng","enk"
"BJ1533.K5 P45 2009","5","eng","nyu"
"BL221 .M43 2009","1","eng","ilu"
"BD311 .Z33 2009","0","eng","nyu"
"BL624 .B4638 2009","2","eng","nyu"
"E840.8.R84 G73 2009","1","eng","nyu"
"JZ1308 .M397 2009","3","eng","nju"
"KF3941 .D64 2008","1","eng","dcu"
"JC421 .K37 2009","2","eng","nyu"
"JC311 .B365 2009","0","eng","nyu"
"JQ1852.A91 C44 2009","1","eng","nyu"
"JK1967 .S35 2009","0","eng","cou"
"JC575 .B76 2009","0","eng","enk"
"JZ6300 .C37 2010","2","eng","enk"
"HV6453.I8 L8613 2009","2","eng","nyu"
"DG738.13 .M65 2007","0","ita","it "
"DS51 .A5 K55 2004","0","tur","tu "
"KJE5105 .R47 2009","0","eng","enk"
"HV6431 .Q56 2007","0","ara","ua "
"PJ5111.5.L84 A2 2009","0","yid","is "
"PJ5111.5.L84 A2 2009","0","yid","is "
"PG3476.K472 Z76 2008","1","rus","ru "
"T55 .I592 2009","0","eng","sz "
"HN766.A8 C665 2009","0","eng","le "
"DR64.2.G73 S58 2008","0","bul","bu "
"PG3485.E724 C45 2008","3","rus","ru "
"BP173.7 .Q56 2007","0","ara","ua "
"Z720.B394 A3 2006","0","tur","tu "
"ND1043.5 .C436 2008","0","eng","nyu"
"DR64 .V34 2007","0","bul","bu "
"DP802.M66 L67 1998","0","por","po "
"PG3948.U4 A6 2007","0","ukr","un "
"LC94.T9 A84 2007","0","tur","tu "
"PN1994.9 G37 2006","0","rus","ru "
"DK509 .L327 2008","1","rus","ru "
"HD1333.P6 I52 2007","0","eng","ph "
"BS1186 .A76 2009","0","heb","is "
"PL383.5 .R63 2008","0","chv","ru "
"DP672 .C96 2001","1","por","po "
"HD5856.P6 R68 2007","1","eng","ph "
"KZ5680.41996 .J64 2009","0","eng","nyu"
"BP173.25 I74 2008","0","eng","io "
"PG3483.I49 L58 2008","0","rus","ru "
"PR9381.9.K8 B56 2008","0","eng","ke "
"PG5039.13.A5 A6 2007","0","cze","xr "
"N7345.65.M85 S96 2008","0","eng","mau"
"HV9807.5 .P75 2008","0","eng","cc "
"GN778.22.R9 P678 2008","0","rus","ru "
"KPM469.5 .C63 2007","1","eng","ph "
"DS586 .C45 2009","2","eng","th "
"BP173.7 .Q565 2007","0","ara","ua "
"PR888.E67 O6 2007","3","eng","enk"
"DK511.U16 M49 2008","0","rus","ru "
"HV6431 .S6434 2009","2","eng","cau"
"PJ2471.4 .H559 2008","0","eng","et "
"HD1741.P182 T37 2007","0","eng","pk "
"CT1877.5.S534 H683 2008","0","eng","af "
"PT2674.E83112 F64 2008","0","ger","gw "
"PR6052.E293 G85 2009","0","eng","enk"
"PJ5054.S24939 T9313 2008","1","eng","at "
"HV9715.S32 K85 2008","0","rus","ru "
"BL65.P7 R456 2008","0","eng","ke "
"DK771.W47 K64 2007","0","rus","ru "
"DK61 .G67 2008","0","rus","ru "
"F1923 .T63 2008","4","eng","enk"
"D34.R9 R675 2000","0","rus","ru "
"HN797.A8 V5513 2008","0","eng","tz "
"P306.8.E85 T735 2009","0","eng","lu "
"KJC1212.A4.2008 2009","0","eng","fr "
"bx890 g75 k5","1","eng","dcu"
"B105.P4 H477 2009","0","eng","pau"
"ND1099.N53 F552 2007","0","eng","nr "
"DG684.16.L3 L48 2008","0","ita","it "
